Machine_ID,Temperature,Run_Time,Downtime_Flag
1,82.47240713084175,64.14313355903042,0
2,117.04285838459498,336.3846850687012,0
3,103.9196365086843,191.460191484347,0
4,95.91950905182219,278.85681102411627,1
5,69.3611184265462,458.40491326674186,0
6,69.35967122017216,162.18150311699372,0
7,63.48501673009197,234.6723153660334,0
8,111.97056874649611,389.9980123443719,0
9,96.06690070459253,152.9591744712301,0
10,102.48435466776273,84.64095942295685,0
11,61.23506965774815,180.38815381119562,0
12,118.19459112971967,122.54957926430198,0
13,109.94655844802531,468.36394355415786,0
14,72.74034664069657,413.65417080398765,0
15,70.90949803242603,335.03169042969057,1
16,71.00427059120602,442.15726558447295,0
17,78.25453457757226,411.6524346046015,0
18,91.48538589793426,133.95652649871613,1
19,85.91670111852694,451.65154932049,0
20,77.47374841188251,292.7040088620428,1
21,96.71117368334276,413.34806982382815,0
22,68.3696316391225,453.24108496557193,0
23,77.5286789121131,193.10156373733875,0
24,81.9817105976215,99.52336603745454,0
25,87.36419905302216,152.57082314387375,0
26,107.11055768358082,242.19850488181535,0
27,71.98042692950159,418.1066446651219,1
28,90.8540663048167,437.32876246535454,0
29,95.54487413172255,53.128458739035814,1
30,62.78702476319987,279.8362861599046,0
31,96.45269111408629,237.83495141695056,1
32,70.23144742123749,149.9485147118286,0
33,63.90309557911677,103.93941530015726,0
34,116.93313223519999,201.9268271316326,0
35,117.93792198447356,474.3093667606336,0
36,108.50384088698766,195.44131940933985,1
37,78.27682615040224,283.45577978451473,0
38,65.86032684038304,366.35853150283003,0
39,101.05398159072942,213.63332107068229,0
40,86.40914962437608,487.3019372244323,0
41,67.32229409068673,483.1012827239501,1
42,89.71061460667622,163.30203312141387,1
43,62.063311266913104,273.7618276515734,1
44,114.55922412472692,185.39523941754635,0
45,75.52679889600101,178.17822246986043,0
46,99.75133706123893,66.59912630953976,1
47,78.70266456536466,324.3039502909536,0
48,91.20408127066865,276.2055604529877,1
49,92.80261676059678,73.16543806249521,1
50,71.09126733153163,175.39090890647515,1
51,118.17507766587352,458.7196486849942,0
52,106.50796940166687,157.8028508001376,0
53,116.36993649385136,115.20269244105039,1
54,113.68964102565893,270.2537421249034,0
55,95.8739987286651,493.5427043497703,0
56,115.312454101387,158.92487218017519,0
57,65.30955012311517,352.4609963326453,1
58,71.75897174514871,392.7288268979229,0
59,62.71363733463228,156.93689479657985,0
60,79.51981984579587,377.6973568753368,0
61,83.32063738136893,215.50240972366396,0
62,76.28094190643375,334.53762376711074,1
63,109.72425054911577,335.08836984240264,0
64,81.40519960161535,291.0986078336413,0
65,76.85607058124285,90.63039652448373,1
66,92.56176498949492,425.88612301515707,1
67,68.45545349848575,194.35102923728113,0
68,108.13181884524238,133.9333296799344,1
69,64.47303862078626,68.34881369964376,0
70,119.21321619603104,315.90182443470883,0
71,106.33468615779944,354.9039628290271,1
72,71.92294089205035,57.46452301753527,1
73,60.331327027416144,280.44187623467644,1
74,108.92768570729005,151.92309883907208,1
75,102.41144063085703,340.32775568425245,0
76,103.74043008245924,128.46489305224617,0
77,106.27622080115674,360.92198214610966,1
78,64.44267910404542,224.03090583524184,0
79,81.50794371265636,471.52849493153053,1
80,66.95214357150778,111.88442486569696,1
81,111.78620555253562,203.47985797261632,1
82,97.39788760965348,101.06308455826507,0
83,79.85388149115894,466.1121282253533,0
84,63.81350101716142,444.80270902144144,0
85,78.65893930293973,166.07373247182002,0
86,79.51099932160483,346.99282071538056,0
87,103.77637070028385,417.7499900905471,0
88,98.25344828131279,299.84036521975804,0
89,113.23276455457959,288.3427602602029,0
90,88.33289550971696,158.83353090520325,0
91,67.1756547562981,91.89624551265464,0
92,102.7946872333797,453.747091078997,0
93,105.64710291701385,455.18812572349873,1
94,93.67663185416978,334.8956557729706,0
95,106.25803079727366,202.5634059719153,0
96,89.62773578186344,207.1443085756974,0
97,91.36396976291965,376.68005549160773,1
98,85.65246110151298,453.6996169786597,0
99,61.52514760464571,449.18889091930276,0
100,66.47348561959826,400.9439956359307,0
